Bug_id,Timestamp,Summary
357858,2006-10-24 10:13:25,Having links to search for and create a new bug 4 times on a page is excessive
357873,2006-11-04 01:45:02,loginnetmask param should default to 0
358172,2006-10-26 03:29:05,Attempt to free unreferenced scalar
358205,2006-10-26 07:17:44,Rename ASSIGNED status to ACCEPTED
358225,2006-10-26 09:11:09,perl errors on user edit page
358229,2006-10-26 09:31:11,Checksetup.pl for v2.22.1 fails
358238,2006-10-26 10:17:58,"The string ""attachment"" followed by a number anywhere in bugzilla will mess up attachment"
358321,2006-10-26 21:05:56,How to add additional field value
358354,2006-11-03 02:20:06,WebService should perform a login in xmlrpc.cgi
358355,2006-10-27 02:49:12,Specified LDAPmailattribute not found error when configuring Bugzilla with LDAP
358374,2006-10-27 05:21:28,Restrict user to file bug against perticular version
358394,2006-10-27 07:00:17,General problem when using MySql 5.0
358484,2006-10-28 01:13:15,rss feed of bugs don't have a rel attribute
358486,2006-10-28 01:31:18,env_no_email mistakenly refers to an environment variable where it should refer to a param
358581,2006-10-28 20:24:13,Milestones for different products cannot have same value.
358588,2008-03-26 07:28:41,"The sslbase's port is harcoded, but shouldn't (allow the port to be specified with the parameter)"
358703,2006-10-29 23:12:11,WebService functions version and timezone should follow bugzilla standard
358947,2006-10-31 12:05:09,Dead code in post_bug.cgi defining custom_tables
358956,2006-10-31 13:02:32,[PostgreSQL] Sequences need to be renamed when their field is renamed
359215,2006-11-02 09:21:35,User delete integrity check doesn't consider attachments
359234,2006-11-02 10:53:40,missing indexes on the cc and profiles table cause upgrades to fail
359315,2006-12-09 07:40:03,"""NNTP"" and ""IO"" should be filtered out of the mail_delivery_method options"
359463,2006-11-03 15:24:38,Whiteboard changes not showing up on Whining Event email notification
359499,2006-11-04 01:49:07,skins/standard/show_bug.css is gone
359520,2006-11-04 08:05:57,"""Time since assignee Touched"" boolean chart search fails"
359532,2006-11-04 10:36:25,WebService offer_account_by_email should return a specific error code when account creation is disabled
359621,2006-11-05 12:43:57,"""attachment description"" & ""changed from"" boolean search gives internal error"
359663,2006-11-06 01:52:47,Mcaffe firewall blocks the outgoing emails
359685,2006-11-06 07:30:24,"""comment"" & ""changed from"" boolean search gives internal error"
359719,2006-11-06 12:09:58,Can a query be set up to only notify those assignees by Whining Event who's bug pertains to that specific search?
359765,2006-11-06 18:35:24,error(add a component)
359768,2006-11-07 10:05:56,Confusing error message when a user has too many votes for a product
359838,2006-11-07 09:56:10,Many messages reported in the web server error log when editing a bug
359854,2009-07-31 10:58:51,"In bug/create/create.html.tmpl, put set_assign_to() back into onload"
359943,2006-11-08 04:12:39,Prev/Next <link rel>s not working on process_bug.cgi page
359956,2006-11-08 05:58:37,No requestee field available for attachments on bug creation
359987,2006-11-08 10:46:16,eee
359988,2006-11-08 10:53:59,Test Bug
360006,2006-11-08 12:39:59,"""commenter"" and ""changed before"" boolean chart gives software error"
360012,2006-11-08 13:29:11,"""flag requestee"" and ""changed before"" boolean chart gives internal error"
360202,2006-11-09 17:53:35,whineatnews.pl call missing Email::MIME function
360228,2006-11-10 00:23:50,bugzilla2.22 can't find any bugs with status=closed.
360321,2006-11-10 15:15:17,Target Milestone sort order in Query.cgi is not sorted by sortkey
360391,2006-11-11 12:32:49,Query Boolean for comment doesn't work well
360489,2006-11-12 12:04:02,"Can't locate object method ""type_name"" via package ""Bugzilla::Field"" when listing custom fields"
360520,2006-11-12 18:06:24,Docs need to be changed to include info about the Email:: modules instead of the Mail:: modules
360563,2006-11-13 06:47:53,When deleting user bugs he/she has reported should be reassigned to owner of component
360570,2006-11-13 07:27:06,Test Bug
360587,2006-11-13 09:34:28,DBD::mysql::db do failed: BLOB/TEXT column 'status_whiteboard' can't have a default value at Bugzilla/DB.pm line 513
360607,2006-11-13 12:50:31,"Account creation fails with 'Can't locate object method ""_headers_as_string""'"
360626,2009-11-16 16:15:30,ThrowTemplateError() used in Util.pm
360630,2006-11-14 00:51:41,Error with sendmail.exe (page doesn't print html header)
360663,2006-11-14 05:54:41,cant edit users -- editusers.cgi calls bad postgresql query
360667,2006-11-14 06:25:14,no user preference is given to newly created account
360688,2006-11-14 08:19:35,cannot specify charset when ispatch=1
360710,2006-11-14 10:58:16,checksetup.pl needs to blacklist some non-working external modules
360719,2006-11-14 12:38:03,Can I play with bugzilla here?
360838,2006-11-15 13:29:18,runtests 001 fails if Email::Reply is not installed
360900,2006-11-16 02:19:32,fd wdf wfd wdf
360913,2006-11-16 05:41:00,create new bug from eclipse mylar
360967,2006-11-16 12:54:51,"Developers page needs to link to a query pulling ""good intro bug"" bugs"
361114,2007-01-23 22:17:46,"Release Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361115,2007-01-29 19:29:27,Release Notes For Bugzilla 2.22.2
361116,2007-01-23 23:18:49,"Release/News Announcement for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361117,2007-01-23 23:18:59,"Update ""Release Info"" pages for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361118,2007-01-23 23:19:23,"Status Update for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361119,2007-01-23 23:19:37,"Update ""Download"" Page for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361120,2007-01-23 23:20:37,"Update ""Changes"" Page for Bugzilla 2.20.4, 2.22.2 and 2.23.4"
361121,2006-11-18 02:22:02,Update bugzilla-update.xml for Bugzilla 2.23.4
361135,2006-11-18 06:10:58,entence which summarises the problem. Please be descriptive and use lots of keywords.
361136,2006-11-18 06:14:06,entence which summarises the problem. Please be descriptive and use lots of keywords.
361140,2006-11-18 07:28:29,Upgrades from versions with enums fail UTF-8 conversion
361149,2006-11-18 09:21:02,Auth modules generate warnings about deprecated pseudo-hashes
361158,2006-11-19 04:55:52,UTF-8 conversion fails on MySQL 5 (attach_data.id; CHARACTER SET binary NOT NULL)
361175,2006-11-18 15:28:57,"[PostgreSQL] Too many ""NOTICE"" messages from checksetup.pl"
361176,2006-11-18 16:11:21,[PostgreSQL] Warning when creating tables for the first time
361251,2006-11-19 20:57:23,update Bugzilla FAQ
361252,2006-11-19 21:17:57,checksetup.pl should get confirmation from the user before causing dataloss in UTF8 conversion
361382,2006-11-21 02:22:08,change several bugs at once changing component within product should not force prompt for version
361514,2006-11-22 05:13:25,Don't allow user to change to previous version
361562,2006-11-22 10:51:14,"The ""Using Bugzilla"" chapter should be before the ""Customising Bugzilla"" chapter"
361564,2006-11-22 10:55:45,"Attachments should have their own section in the docs, and info about PatchReader should be a sub-section of it"
361655,2006-11-23 04:53:49,How to configure bugzilla with postfix to send bug via e-mail
361743,2006-11-24 04:57:07,"undef error - Can't locate object method ""use_for"" via package ""Bugzilla::Group"" at /usr/lib/perl5/5.8.5/Template/Stash.pm line 870."
361809,2006-11-25 03:34:49,"gmt, ut, utc, wet cannot be used as timezone"
361842,2006-11-26 04:25:39,"When filing a bug with dependencies, delta_ts is not updated on dependent bugs, preventing correct midair collision detection in these bugs"
361867,2006-11-27 09:11:20,The description for the 'allowbugdeletion' parameter should not say deleting versions can delete bugs
361870,2006-11-26 05:01:46,SQL query in Bugzilla::Bug::EmitDependList() too complicated
361875,2006-11-26 06:06:31,Use of uninitialized value in numeric eq (==) at Bugzilla/User.pm line 1465
361877,2006-11-26 06:29:12,"Argument """" isn't numeric in numeric gt (>) at data/template/template/en/default/global/user-error.html.tmpl line 1526"
361980,2006-11-27 09:04:13,"Clean up ""my"" variable scoping, take 2"
362066,2007-01-04 14:37:32,strict_isolation: cannot remove users from the bug if their privs changed so that they can no longer edit bugs in the product
362098,2006-11-28 06:18:29,"Some bug status changes are not possible (NEW to UNCONFIRMED, WONTFIX to WORKSFORME, etc.)"
362126,2006-11-28 10:44:25,Check MySQL 4.1.22 announcement for Bugzilla-Specific issues
362150,2006-11-28 14:06:01,CSV output doesn't show proper opendate unless opentime is present
362177,2006-11-28 17:44:32,"""Remember values"" does not work for large bugs"
362195,2006-11-29 00:26:44,DBD::mysql::db do failed: BLOB/TEXT column 'userregexp' can't have a default value at Bugzilla/DB.pm line 514
362301,2006-11-29 15:34:33,2.23.3: DBD::mysql::db do failed: Incorrect integer value: 'AbE6SSV3aD' for column 'cookie' at row 1 at Bugzilla/Auth/Persist/Cookie.pm line 66
362436,2007-12-07 03:31:16,Allow to search for '---' in versions and milestones
362437,2006-11-30 19:46:44,How to Add Milestone Automatically and Restrict user not to select older milestone than current date
362441,2006-11-30 20:51:46,Email notification for the New Bug on bugzilla 2.22 not been sent for a specific domain
362497,2006-12-01 08:46:15,Changing Product/Component should not remove attachment review flags.
362865,2006-12-06 05:13:19,email_in.pl permissions not good after running checksetup
362943,2006-12-06 02:47:54,Software Error on Windows Machine for forgotten password
362957,2006-12-06 04:25:38,Failed to upgrade to HEAD
362996,2007-01-06 05:15:18,email_in.pl throws warnings of uninitialized values when no content-type is given
363052,2006-12-07 01:09:42,"whine.pl: Can't call method ""in_group"" on an undefined value at ./whine.pl line 242."
363210,2006-12-08 12:32:16,sanitycheck.cgi reports problems with emails using validate_email_syntax when emails match createemailregexp but not emailregexp
363227,2006-12-08 15:27:17,Template error processing or creating bugs
363371,2006-12-10 14:48:07,"It is hard to determine which row has a failed encoding, with recode.pl --guess"
363494,2006-12-11 13:11:35,bugzilla allows unauthorized creation of user accounts.
363520,2006-12-11 16:53:34,Install fail within MySQL v5.0
363556,2006-12-12 01:27:16,No obvious way to log in to view/change a bug when you're not logged in.
363717,2006-12-24 21:33:13,Cloning a bug results in HTML-filtered text in initial description
363894,2006-12-14 15:32:00,Better date format in user account creation and email address change
363908,2006-12-15 05:00:48,Consistently name the Settings control panel (User Preferences)
363910,2006-12-14 21:50:18,""" Add a new query"" should be renamed"
363912,2006-12-15 05:04:08,"editwhines uses both the word ""query"" and the word ""search"" for the same thing"
363915,2006-12-15 05:08:46,"The group currently being edited should not be linkified, in editgroups.cgi"
363916,2006-12-15 05:06:12,buglist.cgi can throw an error about JavaScript even though QuickSearch no longer uses JS
363944,2006-12-15 06:26:37,12
363945,2006-12-15 06:27:08,12
363946,2006-12-15 06:28:15,12
364008,2006-12-15 14:26:15,IIS5 gives 405 error on login from homepage (index.cgi not explicitly specified)
364025,2006-12-15 20:23:53,default value for defaultquery isn't unescaped
364055,2006-12-16 07:11:36,Message confusing when your version of DBD::foo is too old
364065,2006-12-16 08:34:32,Disabling CC list <select> for logged-out users can make the list unscrollable
364094,2006-12-16 18:41:29,login-small.html.tmpl's table needs an id for skinning
364095,2006-12-17 10:31:47,Default template does not validate as valid HTML
364134,2006-12-17 07:03:32,Upgrading from 2.20 to latest CVS produces error message in contrib/recode.pl
364155,2006-12-17 11:24:13,Inefficient SQL: Selects components one-by-one
364156,2006-12-17 11:28:01,Inefficient SQL: Selects versions one-by-one
364157,2006-12-17 11:32:33,Inefficient SQL: Selects milestones one-by-one
364160,2006-12-17 11:54:03,Inefficient SQL: Bugzilla/User.pm can_see_bug permission check
364161,2006-12-17 12:01:06,Inefficient SQL: Selecting subclass from setting table
364162,2008-11-08 10:04:03,Code determining if named queries should be shown in the page footer is suboptimal
364163,2006-12-17 12:12:58,Header and Footer are much worse in links than they used to be
364164,2007-05-31 06:51:15,<select> fields for flags are of different widths if you are not in the grant group for all flags
364165,2006-12-18 08:29:54,"""Unclassified"" classification appears in ""Format for Printing"" but not normal view"
364167,2006-12-17 12:39:03,no space in Attachments on this Bug:263
364169,2006-12-18 08:28:58,"There is a ""show votes for this bug"" link when the bug has no votes"
364172,2006-12-18 08:20:35,Wording on showdependencytree.cgi is bad when there are no dependencies
364173,2006-12-18 00:28:25,"In showdependencytree.cgi, open bugs blocking closed bugs are still counted when hide_resolved=1"
364177,2006-12-17 14:14:16,"On attachment and bug creation, if *one* requestee cannot see the bug, *all* requests are cancelled"
364195,2006-12-17 20:28:38,No way to search for private comments
364216,2006-12-20 02:38:07,Flag::retarget() is broken
364237,2006-12-18 08:29:51,"With 345 products, query.cgi is currently much slower than 2.22.1+"
364246,2006-12-18 09:07:41,"Add Product - ""Create chart datasets for this product"" not documented"
364247,2006-12-18 09:16:47,Create chart datasets for this product: also working with custom resolutions?
364250,2006-12-18 09:26:38,"If a hook fails, no error is available for diagnosis"
364284,2006-12-18 15:28:21,User::get_selectable_products() can return wrong data if $classification_id is passed
364286,2006-12-18 16:01:53,Code in Classification->products() is suboptimal
364293,2006-12-18 16:54:20,Do not call can_see_product() from templates
364335,2006-12-19 03:30:22,Bug::check_can_change_field should check if newvalue is data->{'dontchange'}.
364361,2006-12-19 08:03:23,"The word ""Customising"" in chapter 6 title is spelled wrong in all documentation"
364463,2006-12-20 04:49:54,Can clear a flag by way of switching the product back and forth
364502,2006-12-20 09:56:20,"""This bug appears elsewhere in this tree."" should link to the actual instance"
364505,2006-12-20 10:27:49,Charts not localizable
364517,2006-12-20 11:42:37,"showdependencytree bug counts run words together and use plural ""bugs"" incorrectly"
364637,2006-12-21 13:26:33,"contrib/bzdbcopy.pl: Can't locate object method ""params"" via package ""Bugzilla"" at Bugzilla/DB/Mysql.pm line 65"
364694,2006-12-21 23:32:39,s/appended/prepended/ in custom fields instructions
364697,2006-12-21 23:42:34,dataloss warning from UTF8 conversion is not precise/scary enough
364743,2006-12-22 09:04:16,Crash when renaming components
364748,2006-12-22 10:34:54,Bug number not displayed when viewing all attachments
364780,2006-12-22 18:01:35,The keyword cache cannot be fixed with editkeywords privs only
364833,2010-05-17 23:31:18,"Replace the button label by ""Save"" (instead of ""Commit"") for tags in the page footer"
364843,2006-12-23 14:31:13,"Bugzilla isn't saving ""saved"" searches"
364851,2006-12-26 15:57:06,Some accesskeys are duplicated when viewing a bug
364858,2006-12-23 18:58:40,"Add hook in user-error.html.tmpl for text after ""auth_failure"" message"
364863,2006-12-23 22:27:25,"on confirming a new account page, wrong 'Email Address' is shown when logged in"
364865,2006-12-23 22:54:33,Just testing your report
364879,2006-12-24 01:27:44,custom field creating page produces invalid html
364919,2006-12-24 12:05:22,"Watching-related text at bottom of ""Email Preferences"" page has typos"
364920,2006-12-24 12:06:24,Watcher list should be sorted alphabetically
364923,2006-12-24 12:22:40,Flag options should be disabled for users that cannot request or grant/deny them instead of showing a blank drop-down
364924,2006-12-24 12:27:40,"Either use ""Cc"" or ""CC"" for ""carbon copy"", not both!"
364950,2006-12-24 18:42:26,"""Enter Bug"" page does not validate due to <input> in <table>"
364951,2006-12-24 18:41:55,"post_bug.cgi does not validate due to invalid id for ""Reassign bug to ..."" <input>"
364952,2006-12-24 19:37:59,"Clicking ""Hide/Show Obsolete"" link should not scroll show_bug page"
364958,2006-12-24 20:37:10,"If user does not have a real name, just e-mail address should be displayed instead of "" <user@email.tld>"""
364960,2006-12-24 21:11:27,"""Reassign bug to default assignee"" text is worded very badly"
364962,2006-12-24 21:17:29,Cloning a bug results in HTML-filtered text in initial description
365035,2007-01-03 14:27:27,sendmail cannot execute importxml.pl from any other path than the bugzilla directory
365046,2006-12-26 14:16:01,"If docs_urlbase is empty, link to ""the named tag"" in the documentation is not supressed"
365052,2006-12-26 15:44:49,edit users should pay attention to what i've sent it
365054,2006-12-26 16:00:16,no changes should be in the plural
365055,2006-12-26 16:13:56,patchview param_descs for cvsroot is poorly punctuated
365056,2009-01-19 14:38:11,Remove Netscape-specific parts of guided form
365058,2006-12-26 16:41:29,bugmail_help.html probably doesn't validate
365059,2006-12-26 17:03:38,[currentclassification] should appear as --currentclassification-- header items preceding sections containing bare product names in reclassify
365060,2006-12-26 17:04:12,Edit products is missing a :
365061,2006-12-26 17:05:26,Unclassified default description is bad
365062,2006-12-26 17:08:58,"extra whitespace in ""to classification ..."" parenthetical"
365064,2006-12-26 21:30:12,describecomponents.cgi is blank
365067,2006-12-26 21:49:20,Flags set from the enter_bug page are not mentioned in email
365070,2006-12-26 23:21:50,"MSIE caches enter_bug, causing the token reuse error to show up when you file additional bugs"
365071,2006-12-26 22:53:15,watching should offer completion
365072,2006-12-26 22:59:35,trying to file a bug with an attachment gave me an error
365073,2006-12-26 23:01:03,Watching list header is poorly worded
365076,2006-12-26 23:35:37,"bug description omitted from ""Bug processed"" output"
365078,2010-02-10 12:40:01,"post_bug.cgi response page should redirect to show_bug.cgi, to play nice with Back button, Reload button, Session Restore"
365081,2006-12-26 23:50:48,is it possible to set min width for the created column? or make the dashes in dates nonbreaking?
365082,2006-12-26 23:52:23,QuickSearch using unknown field makes Bugzilla hang
365083,2006-12-27 00:04:34,edit components cc list text needs wordsmithing
365084,2006-12-27 00:07:10,bugzilla won't let me attach a patch when i file a bug
365088,2006-12-27 00:15:57,(Voters) is a strange way to let me see other people who voted for a bug
365092,2006-12-27 15:32:09,Inactive flag types should be excluded from the JS array in the bug creation form
365095,2006-12-27 00:47:56,describe components is empty
365096,2006-12-27 00:50:21,"show_bug.cgi needs to have a hint for ie saying ""please revalidate"" especially for bugs changed w/in the last 6hours"
365107,2006-12-27 03:39:38,"When classifications are in use, query.cgi doesn't fill the component, version and target milestone select menus correctly"
365116,2006-12-27 04:12:23,"rephrase ""orient top-to-bottom"" and ""orient left-to-right"""
365119,2006-12-27 05:03:52,please remove reference to talkback from guided template
365122,2006-12-27 15:43:56,Success messages in userprefs.cgi shouldn't be red
365129,2007-01-06 10:39:38,"When moving a bug to another product and the target product has only one component, version or target milestone, automatically select them instead of throwing an error"
365148,2006-12-27 09:49:19,"OpenBSD, OpenVMS and OpenSolaris indistinguishable in OS column in buglist.cgi"
365179,2006-12-27 14:16:11,"Performance problems with multiple fields chosen in the ""where one or more of the following changed"" box"
365219,2006-12-28 03:11:20,don't send You are watching ... to global watchers
365221,2006-12-28 03:18:21,period is on the wrong side of parentheses in priority description
365224,2006-12-28 03:56:05,period is on the wrong side of parentheses in default users description
365229,2006-12-28 04:52:02,email_in.pl modifies bug permissions without user entering fields
365254,2006-12-28 10:16:26,"When running a shared saved search, its name is not displayed at the top of the bug list"
365256,2006-12-28 10:35:42,Period is on the wrong side of a bunch of other parentheses
365264,2006-12-28 12:56:32,The modification date of flags is erased on flag modification
365287,2006-12-28 18:49:24,"Accessing post_bug.cgi with no parameters results in a misleading error ""A legal severity was not set"""
365289,2006-12-28 19:30:03,Bugzilla displays time zone names wrong for summer/winter (daylight savings) time changes
365302,2006-12-28 23:13:42,email userprefs doesn't tell you if you are a globalwatcher
365307,2006-12-29 00:24:13,grant privileges aren't in activity log
365309,2006-12-29 00:44:41,does it make sense to let me confirm a resolved bug
365314,2006-12-29 03:18:01,Bugzilla shows too much components in saved search
365317,2006-12-29 04:11:46,Must add 'MIME-Version: 1.0' to avoid charset being possibly ignored
365352,2006-12-29 10:29:45,Lists of bugs (a.k.a tags) may be overwritten or deleted when tagging a new bug
365374,2006-12-29 13:57:02,The newchangedmail template calls field-descs when it only needs variables.none.tmpl (perf problem)
365376,2006-12-29 14:06:11,query.cgi: Use of uninitialized value at line 178
365387,2006-12-29 22:23:13,Bug Posting fails because of flagtypes.id
365401,2006-12-30 05:50:42,CSS error in dependency-tree.css
365403,2006-12-30 06:20:12,Prevent tags from overwriting existing saved searches
365438,2007-08-23 12:59:41,"Tag-related error messages should mention ""tag"" instead of ""saved search"""
365442,2006-12-30 16:41:19,"If product/component does not have any flags, ""Flags: / Requestee:"" header should not be shown on the bug creation form"
365443,2006-12-30 16:44:42,Bugmail for new bugs without flags contains two unneeded lines
365444,2006-12-30 17:08:26,Obsolete custom fields are shown in e-mail notifications for new bugs
365449,2006-12-30 18:15:51,invalid markups in user-error
365450,2006-12-31 03:27:32,misuse of some HTML tags in global/messages.html.tmpl
365451,2006-12-30 18:20:02,missing 'bytes' in the error message
365455,2006-12-30 18:58:45,per-bug-queries should have its own label
365456,2006-12-30 19:09:55,bug/summarize-time uses p as br
365470,2006-12-31 02:57:48,Locate Attachment page still has an Edit button
365472,2006-12-31 04:04:29,rename 'token_inexistent' to 'token_does_not_exist' or something
365479,2006-12-31 05:27:44,maintainer link should not force mailto
365480,2006-12-31 05:36:13,admin/components/select-product has useless <p>
365482,2006-12-31 05:42:53,admin/fieldvalues/create has useless <p>
365483,2006-12-31 05:44:33,admin/fieldvalues/created has useless <p>
365484,2006-12-31 05:46:18,admin/fieldvalues/deleted has useless <p>
365486,2006-12-31 05:47:35,admin/fieldvalues/edit has useless <p>
365487,2006-12-31 06:09:09,admin/fieldvalues/footer produces invalid markup
365488,2006-12-31 06:11:22,admin/fieldvalues/updated produces strange markup
365490,2007-06-11 02:25:45,"""Automatically add me to CC"" fails when adding or modifying attachments"
365491,2006-12-31 06:35:37,admin/milestones/create has useless <p>
365492,2006-12-31 06:37:21,admin/milestones/created has useless <p>
365493,2006-12-31 06:38:10,admin/milestones/deleted has useless <p>
365494,2006-12-31 06:38:48,admin/milestones/edit has useless <p>
365495,2006-12-31 06:41:10,admin/milestones/footer produces invalid markup
365496,2006-12-31 06:42:12,admin/milestones/list has useless <p>
365497,2006-12-31 06:43:16,admin/milestones/select-product has useless <p>
365498,2006-12-31 06:44:33,admin/milestones/updated has useless <p>
365500,2006-12-31 06:51:54,admin/products/groupcontrol/edit uses p as br
365502,2006-12-31 06:55:44,admin/products/confirm-delete uses strange mark up
365503,2006-12-31 06:58:58,admin/products/footer produces invalid markup
365504,2006-12-31 07:00:19,admin/products/list has useless <p>
365505,2006-12-31 07:01:20,admin/products/list-classifications has useless <p>
365506,2006-12-31 07:04:52,admin/products/updated uses strange mark up
365507,2006-12-31 07:07:25,admin/versions/confirm-delete uses strange mark up
365508,2006-12-31 07:08:34,admin/versions/create useless <p>
365509,2006-12-31 07:09:04,admin/versions/created has useless <p>
365510,2006-12-31 07:09:35,admin/versions/deleted has useless <p>
365511,2006-12-31 07:10:05,admin/versions/edit has useless <p>
365512,2006-12-31 07:11:33,admin/versions/footer produces invalid markup
365513,2006-12-31 07:12:42,admin/versions/list has useless <p>
365514,2006-12-31 07:13:23,admin/versions/select-product has useless <p>
365515,2006-12-31 07:14:03,admin/versions/updated has useless <p>
365516,2006-12-31 07:16:24,attachment/confirm-delete uses p as br
365518,2006-12-31 07:26:21,bug/process/verify-new-product uses strange mark up
365519,2006-12-31 07:35:45,admin/groups/delete has unescaped &
365520,2006-12-31 07:38:01,attachment/edit has unescaped &
365521,2006-12-31 07:41:10,bug/create/create-guided has unescaped &
365522,2006-12-31 07:42:39,reports/create-chart has unescaped &
365524,2006-12-31 08:03:14,emailregexpdesc: should not say 'English' here
365525,2007-01-02 14:28:29,Periods in wrong place in relation to parentheses
365554,2006-12-31 19:49:23,global/user-error uses p as br
365555,2006-12-31 19:49:39,global/code-error uses strange mark up
365556,2006-12-31 19:49:49,global/confirm-user-match uses strange mark up/uses p as br
365557,2006-12-31 19:53:15,account/profile-activity has useless <p>
365559,2007-01-02 22:02:20,account/email/confirm-new uses p as br
365560,2007-01-02 22:04:39,account/prefs/permissions uses invalid usage for p
365561,2006-12-31 20:08:55,admin/classifications/del uses strange mark up
365562,2006-12-31 20:11:55,admin/components/confirm-delete uses strange mark up
365563,2006-12-31 20:14:37,admin/components/footer uses invalid mark up
365564,2006-12-31 20:16:48,admin/components/updated uses strange mark up
365565,2006-12-31 20:19:13,admin/fieldvalues/list has useless <p>
365566,2006-12-31 20:19:48,admin/fieldvalues/select-field has useless <p>
365567,2006-12-31 20:20:38,admin/fieldvalues/updated has useless <p>
365568,2006-12-31 20:24:44,admin/group/edit has useless <p>
365587,2007-01-01 07:08:16,Large bug list causes Bugzilla to give misleading information
365588,2007-01-01 07:15:25,Bugzilla misleadingly shows 'Show last search results' link
365593,2007-01-01 09:29:20,bz_webservices_demo.pl does not appear to match the API as defined in the Webservices code
365668,2007-01-02 08:42:58,bug_file_loc is not available in change columns
365696,2007-01-02 12:02:02,posting a new bug via email_in fails due to typo in default platform and severity
365697,2008-07-02 13:46:40,email_in.pl is case-sensitive for products due to Bugzilla::User->can_enter_product
365739,2007-01-03 01:26:58,An error is thrown when attaching a too big file on bug creation
365753,2007-01-02 21:35:12,"Incorrect ""Cancel"" link when moving bug to another product"
365790,2007-01-03 05:35:06,"request mail comments have ^Ms (CRs, carriage returns) sometimes"
365797,2007-01-03 06:48:48,Keywords page count of bugs includes security bugs that should be hidden
365818,2007-01-03 10:02:52,Unable to add new components -- editcomponents.cgi error
365889,2007-01-03 22:18:58,Comments are comming in Reverse Order
365890,2007-01-03 22:21:02,"Searches shared by users with bless rights are in the footer by default, with no warning"
365921,2007-01-04 06:21:41,About Scmbug
365926,2007-01-04 07:21:07,Attachments mis-served as utf-8
365961,2007-01-04 12:54:50,"Bugzilla Problem: Bug Fixed, but not in a QA build"
366041,2007-01-07 23:09:44,"Problem with foreign characters (æ, ø, å, Æ, Ø and Å)"
366096,2007-01-05 15:23:52,Bugmail not sending intermittently
366120,2007-01-06 00:07:21,QuickSearch gets confused by colons in quotes
366121,2007-01-06 00:11:43,QuickSearch gets confused by field-specific quotes
366152,2012-07-03 13:54:46,Trim whitespaces from the URL field
366180,2007-01-06 13:44:35,changing real name should be logged in user account activity log
366181,2007-01-06 13:48:10,"Bugmail incorrectly sent when CC list of a bug I'm watching via QA contact changes, with QA email for CC changes turned off"
366187,2007-01-06 15:47:03,Bugmail should consider 'Any field not mentioned above changes' even when a 'known' field changes
366190,2007-01-06 15:55:20,Remove obsolete 'compatibility' comment about sending mail to disabled accounts
366219,2007-01-07 05:41:18,Download attachments with their original names when using Save Link As
366267,2007-01-07 16:22:32,changing several bugs at once using process bug should not result in <title>Bug processed</title>
366270,2007-01-07 18:08:34,Editing an attachment as comment is pretty much unusable
366306,2007-01-08 23:27:58,Can't use attachments.thedata as a field name when using old saved search
366346,2007-01-08 10:26:36,"On process_bug.cgi with submit_action=nothing, provide Next/Prev link"
366350,2007-01-08 10:39:38,Changing case of a milestone issues error that milestone already exists
366380,2007-01-08 15:37:21,Add component to Product 'product_name' is awkward
366381,2007-01-08 15:39:10,Adding new Component of Product 'Derivatives' is poorly worded
366383,2007-01-08 15:40:47,"edit component '' / """" is hard to read"
366384,2007-01-08 23:33:28,"improve the message ""Delete Component of Product 'Derivatives'"""
366385,2007-01-08 23:33:42,"improve the message ""Deleted Component '''' from Product 'Derivatives'"""
366408,2007-01-08 22:20:04,"MIME:: modules should now be optional, not required"
366466,2007-01-09 11:37:53,flag notification mail has canceled spelled incorrectly
366558,2007-01-10 06:09:24,Versions.pm and Milestones.pm constant DB_COLUMNS wrong?!
366593,2007-01-10 10:08:46,everconfirmed is no longer passed to XML bug files
366624,2007-01-10 14:52:21,testserver.pl fails to find the GID for the httpd process
366629,2007-01-10 15:45:53,Bugmail messed up if adding dependency for resolved bug in new bug
366644,2007-01-10 19:41:02,When commiting a bug that doesn't not have any keywords it returns an undef error and doesn't send email notification
366672,2007-01-11 04:00:14,importxml.pl doesn't work in commandline mode
366711,2007-01-11 10:18:30,checksetup.pl error with TEXT/BLOB fields when MySQL 5 in Strict mode
366738,2007-01-11 13:33:28,Use of uninitialized value in numeric eq (==) in ./importxml.pl if the bug is not visible to the reporter and the CC list
366795,2007-01-12 01:22:48,"""New comments"" determine mail, not ""Assignee added / removed"" for assignee new bugs"
366884,2007-01-12 17:09:51,Unknown DB performance issue (Lost connection to MySQL server during query)
366994,2009-10-29 00:44:11,private comments cause bugmail to not be sent to people not in the insider group even if there are public changes
367071,2007-01-17 14:05:03,"[SECURITY] mod_perl <Directory> block doesn't let .htaccess work, and doesn't include the blacklists for files that shouldn't be downloaded"
367077,2007-01-15 15:25:41,Big attachments which should be stored locally are not
367087,2007-01-15 21:19:32,"MIME::Parser is up to date, but it checks for MIME::Parser (v5.406) not found"
367258,2007-01-17 09:29:14,Editing an attachment while logged out asks you to log in twice
367343,2009-07-29 06:24:30,"Doc imprecision concerning the ""usetargetmilestone"" parameter"
367353,2007-01-18 03:46:17,granter / rejecter is not listed as a field
